sale_id,sale_date,amount,product
0,2024-01-21,217.1,Thingamajig
1,2024-01-25,273.77,Doohickey
2,2024-01-23,245.02,Doohickey
3,2024-01-17,258.9,Widget
4,2024-01-21,284.72,Gadget
5,2024-01-20,165.21,Doohickey
6,2024-01-17,268.37,Thingamajig
7,2024-01-21,130.49,Thingamajig
8,2024-01-21,169.26,Gadget
9,2024-01-17,249.9,Gadget
10,2024-01-23,248.57,Doohickey
11,2024-01-21,260.95,Widget
12,2024-01-24,175.31,Gadget
13,2024-01-23,270.75,Thingamajig
14,2024-01-18,120.01,Thingamajig
15,2024-01-21,101.92,Widget
16,2024-01-21,127.53,Doohickey
17,2024-01-25,129.15,Widget
18,2024-01-25,137.73,Doohickey
19,2024-01-21,112.17,Doohickey
20,2024-01-20,269.31,Widget
21,2024-01-24,197.83,Doohickey
22,2024-01-20,171.56,Widget
23,2024-01-22,152.23,Doohickey
24,2024-01-25,255.5,Thingamajig
25,2024-01-16,185.51,Thingamajig
26,2024-01-24,134.76,Thingamajig
27,2024-01-17,115.33,Gadget
28,2024-01-23,159.86,Thingamajig
29,2024-01-23,130.25,Doohickey
30,2024-01-16,219.93,Doohickey
31,2024-01-18,205.76,Gadget
32,2024-01-24,179.96,Gadget
33,2024-01-23,132.49,Doohickey
34,2024-01-23,261.71,Thingamajig
35,2024-01-16,226.67,Widget
36,2024-01-23,269.55,Doohickey
37,2024-01-23,236.01,Gadget
38,2024-01-16,197.55,Doohickey
39,2024-01-20,276.42,Thingamajig
40,2024-01-20,174.09,Gadget
41,2024-01-19,141.95,Widget
42,2024-01-21,171.31,Gadget
43,2024-01-17,236.94,Widget
44,2024-01-18,260.01,Doohickey
45,2024-01-22,143.98,Widget
46,2024-01-24,296.84,Doohickey
47,2024-01-23,104.92,Doohickey
48,2024-01-18,138.99,Thingamajig
49,2024-01-21,259.33,Thingamajig
50,2024-01-25,185.59,Doohickey
51,2024-01-25,100.39,Widget
52,2024-01-21,228.49,Gadget
53,2024-01-25,168.1,Widget
54,2024-01-20,157.7,Thingamajig
55,2024-01-23,157.41,Widget
56,2024-01-18,156.15,Gadget
57,2024-01-22,230.5,Gadget
58,2024-01-25,245.92,Gadget
59,2024-01-23,154.04,Gadget
60,2024-01-22,120.31,Thingamajig
61,2024-01-23,265.77,Widget
62,2024-01-24,262.02,Gadget
63,2024-01-16,134.7,Thingamajig
64,2024-01-24,130.86,Widget
65,2024-01-22,107.94,Thingamajig
66,2024-01-21,211.89,Thingamajig
67,2024-01-22,238.95,Widget
68,2024-01-17,297.55,Thingamajig
69,2024-01-16,137.15,Doohickey
70,2024-01-21,205.93,Widget
71,2024-01-18,294.94,Thingamajig
72,2024-01-16,127.5,Widget
73,2024-01-22,226.41,Gadget
74,2024-01-18,112.38,Doohickey
75,2024-01-18,247.5,Widget
76,2024-01-17,257.65,Doohickey
77,2024-01-25,145.8,Thingamajig
78,2024-01-22,198.54,Widget
79,2024-01-17,137.74,Thingamajig
80,2024-01-21,184.51,Doohickey
81,2024-01-17,264.34,Gadget
82,2024-01-17,288.4,Doohickey
83,2024-01-21,289.01,Doohickey
84,2024-01-23,254.76,Doohickey
85,2024-01-21,274.15,Thingamajig
86,2024-01-17,285.97,Gadget
87,2024-01-21,136.97,Gadget
88,2024-01-21,128.11,Widget
89,2024-01-22,109.28,Widget
90,2024-01-21,180.17,Gadget
91,2024-01-16,195.59,Thingamajig
92,2024-01-24,184.18,Widget
93,2024-01-18,112.96,Gadget
94,2024-01-16,200.1,Gadget
95,2024-01-18,225.96,Gadget
96,2024-01-16,280.29,Gadget
97,2024-01-21,270.4,Widget
98,2024-01-16,222.03,Thingamajig
99,2024-01-22,267.24,Gadget
100,2024-01-21,166.97,Widget
101,2024-01-22,191.12,Widget
102,2024-01-25,228.63,Thingamajig
103,2024-01-21,129.8,Doohickey
104,2024-01-25,217.92,Gadget
105,2024-01-16,239.13,Doohickey
106,2024-01-22,276.37,Thingamajig
107,2024-01-24,132.94,Thingamajig
108,2024-01-21,257.1,Doohickey
109,2024-01-24,176.63,Thingamajig
110,2024-01-22,286.64,Thingamajig
111,2024-01-23,291.32,Widget
112,2024-01-20,212.66,Thingamajig
113,2024-01-16,172.82,Doohickey
114,2024-01-25,216.59,Doohickey
115,2024-01-21,171.28,Widget
116,2024-01-24,298.88,Widget
117,2024-01-16,213.12,Gadget
118,2024-01-25,173.93,Widget
119,2024-01-18,114.77,Widget
120,2024-01-22,249.84,Gadget
121,2024-01-22,109.66,Doohickey
122,2024-01-22,237.98,Widget
123,2024-01-25,158.27,Widget
124,2024-01-20,251.59,Thingamajig
125,2024-01-18,225.78,Gadget
126,2024-01-19,150.77,Thingamajig
127,2024-01-18,243.85,Gadget
128,2024-01-20,102.28,Thingamajig
129,2024-01-21,153.8,Doohickey
130,2024-01-25,111.74,Thingamajig
131,2024-01-19,182.7,Thingamajig
132,2024-01-22,247.95,Doohickey
133,2024-01-22,184.28,Doohickey
134,2024-01-24,201.99,Thingamajig
135,2024-01-21,169.41,Gadget
136,2024-01-18,231.31,Thingamajig
137,2024-01-19,137.86,Thingamajig
138,2024-01-20,122.61,Widget
139,2024-01-20,227.89,Thingamajig
140,2024-01-25,224.32,Doohickey
141,2024-01-18,298.84,Doohickey
142,2024-01-25,140.16,Widget
143,2024-01-24,268.7,Gadget
144,2024-01-23,204.6,Widget
145,2024-01-19,159.78,Doohickey
146,2024-01-18,185.11,Thingamajig
147,2024-01-25,129.31,Doohickey
148,2024-01-18,198.86,Widget
149,2024-01-16,164.32,Doohickey
150,2024-01-18,162.37,Doohickey
151,2024-01-20,139.46,Gadget
152,2024-01-23,132.24,Widget
153,2024-01-24,170.24,Widget
154,2024-01-22,123.99,Widget
155,2024-01-24,179.54,Thingamajig
156,2024-01-16,217.89,Widget
157,2024-01-23,262.58,Doohickey
158,2024-01-21,184.53,Thingamajig
159,2024-01-18,228.95,Doohickey
160,2024-01-20,231.56,Thingamajig
161,2024-01-20,135.16,Widget
162,2024-01-20,238.11,Gadget
163,2024-01-16,156.91,Thingamajig
164,2024-01-21,120.36,Doohickey
165,2024-01-24,133.38,Widget
166,2024-01-16,122.31,Thingamajig
167,2024-01-17,120.75,Gadget
168,2024-01-23,195.27,Thingamajig
169,2024-01-23,165.5,Thingamajig
170,2024-01-22,157.33,Doohickey
171,2024-01-16,232.74,Thingamajig
172,2024-01-24,285.44,Widget
173,2024-01-19,280.75,Doohickey
174,2024-01-24,252.33,Doohickey
175,2024-01-19,142.09,Doohickey
176,2024-01-18,159.47,Doohickey
177,2024-01-25,258.55,Gadget
178,2024-01-24,294.23,Widget
179,2024-01-18,144.72,Widget
180,2024-01-22,155.07,Doohickey
181,2024-01-22,259.69,Widget
182,2024-01-17,194.51,Doohickey
183,2024-01-17,149.4,Gadget
184,2024-01-23,204.99,Doohickey
185,2024-01-17,112.53,Gadget
186,2024-01-21,153.06,Widget
187,2024-01-18,138.4,Thingamajig
188,2024-01-16,131.54,Doohickey
189,2024-01-24,271.58,Gadget
190,2024-01-25,224.42,Gadget
191,2024-01-23,292.58,Widget
192,2024-01-16,274.92,Doohickey
193,2024-01-23,262.07,Widget
194,2024-01-18,273.96,Gadget
195,2024-01-19,107.23,Thingamajig
196,2024-01-23,253.48,Gadget
197,2024-01-19,224.9,Doohickey
198,2024-01-25,224.44,Widget
199,2024-01-18,181.4,Widget
200,2024-01-22,209.79,Thingamajig
201,2024-01-22,143.9,Thingamajig
202,2024-01-17,154.22,Doohickey
203,2024-01-17,135.56,Thingamajig
204,2024-01-19,179.43,Widget
205,2024-01-17,260.38,Doohickey
206,2024-01-22,104.4,Widget
207,2024-01-17,212.73,Thingamajig
208,2024-01-22,198.81,Widget
209,2024-01-21,130.71,Gadget
210,2024-01-16,249.86,Thingamajig
211,2024-01-23,104.5,Thingamajig
212,2024-01-23,148.68,Thingamajig
213,2024-01-24,280.67,Widget
214,2024-01-19,266.57,Thingamajig
215,2024-01-22,244.4,Doohickey
216,2024-01-18,127.84,Doohickey
217,2024-01-19,109.05,Thingamajig
218,2024-01-17,117.43,Gadget
219,2024-01-23,213.29,Widget
220,2024-01-17,271.32,Doohickey
221,2024-01-23,183.48,Thingamajig
222,2024-01-20,256.15,Gadget
223,2024-01-17,204.62,Widget
224,2024-01-23,293.52,Thingamajig
225,2024-01-25,226.24,Widget
226,2024-01-17,254.2,Thingamajig
227,2024-01-23,251.31,Thingamajig
228,2024-01-20,280.04,Thingamajig
229,2024-01-23,257.49,Thingamajig
230,2024-01-16,251.41,Gadget
231,2024-01-19,220.78,Thingamajig
232,2024-01-19,249.14,Gadget
233,2024-01-17,260.84,Doohickey
234,2024-01-21,218.31,Gadget
235,2024-01-21,274.16,Thingamajig
236,2024-01-22,117.71,Thingamajig
237,2024-01-19,196.3,Widget
238,2024-01-19,261.47,Thingamajig
239,2024-01-25,198.57,Thingamajig
240,2024-01-16,216.39,Thingamajig
241,2024-01-24,238.52,Widget
242,2024-01-16,257.53,Thingamajig
243,2024-01-17,149.84,Doohickey
244,2024-01-20,217.43,Doohickey
245,2024-01-17,223.58,Thingamajig
246,2024-01-23,232.42,Thingamajig
247,2024-01-18,287.3,Thingamajig
248,2024-01-25,151.1,Doohickey
249,2024-01-19,252.77,Doohickey
250,2024-01-17,252.76,Thingamajig
251,2024-01-16,278.13,Gadget
252,2024-01-22,223.69,Doohickey
253,2024-01-23,101.7,Widget
254,2024-01-24,200.73,Gadget
255,2024-01-24,133.39,Gadget
256,2024-01-22,124.61,Widget
257,2024-01-23,208.05,Gadget
258,2024-01-25,153.6,Widget
259,2024-01-24,234.68,Doohickey
260,2024-01-24,131.79,Thingamajig
261,2024-01-25,233.12,Widget
262,2024-01-18,128.37,Gadget
263,2024-01-18,114.64,Gadget
264,2024-01-24,216.02,Widget
265,2024-01-17,201.23,Widget
266,2024-01-16,192.29,Doohickey
267,2024-01-16,211.33,Doohickey
268,2024-01-25,108.33,Doohickey
269,2024-01-20,229.74,Widget
270,2024-01-20,224.88,Doohickey
271,2024-01-22,244.4,Widget
272,2024-01-24,187.79,Thingamajig
273,2024-01-23,131.8,Thingamajig
274,2024-01-23,195.53,Widget
275,2024-01-17,132.23,Gadget
276,2024-01-23,101.25,Widget
277,2024-01-19,263.14,Gadget
278,2024-01-18,139.65,Thingamajig
279,2024-01-23,189.84,Thingamajig
280,2024-01-16,244.7,Widget
281,2024-01-16,228.9,Thingamajig
282,2024-01-17,168.2,Widget
283,2024-01-21,196.38,Widget
284,2024-01-21,147.37,Gadget
285,2024-01-16,186.89,Widget
286,2024-01-23,246.72,Doohickey
287,2024-01-22,257.9,Gadget
288,2024-01-24,199.97,Doohickey
289,2024-01-21,118.3,Gadget
290,2024-01-18,288.56,Gadget
291,2024-01-19,170.82,Thingamajig
292,2024-01-18,255.61,Widget
293,2024-01-24,105.76,Widget
294,2024-01-21,179.47,Widget
295,2024-01-16,247.93,Gadget
296,2024-01-25,135.32,Gadget
297,2024-01-17,106.05,Thingamajig
298,2024-01-21,209.65,Doohickey
299,2024-01-17,234.9,Doohickey
300,2024-01-20,202.8,Widget
301,2024-01-22,164.81,Gadget
302,2024-01-18,290.78,Thingamajig
303,2024-01-24,222.7,Widget
304,2024-01-20,172.18,Widget
305,2024-01-17,241.81,Doohickey
306,2024-01-21,163.79,Doohickey
307,2024-01-21,134.67,Gadget
308,2024-01-21,281.57,Doohickey
309,2024-01-18,225.54,Widget
310,2024-01-16,271.05,Thingamajig
311,2024-01-17,122.71,Doohickey
312,2024-01-17,265.89,Thingamajig
313,2024-01-21,195.72,Widget
314,2024-01-24,243.69,Gadget
315,2024-01-20,106.0,Doohickey
316,2024-01-22,198.34,Doohickey
317,2024-01-21,151.15,Doohickey
318,2024-01-20,223.71,Doohickey
319,2024-01-19,264.08,Gadget
320,2024-01-21,296.86,Gadget
321,2024-01-21,160.5,Widget
322,2024-01-18,298.73,Thingamajig
323,2024-01-19,166.65,Widget
324,2024-01-23,169.06,Gadget
325,2024-01-24,125.2,Gadget
326,2024-01-21,260.31,Widget
327,2024-01-16,211.76,Widget
328,2024-01-16,186.34,Gadget
329,2024-01-19,163.44,Thingamajig
330,2024-01-20,256.65,Gadget
331,2024-01-18,279.63,Thingamajig
332,2024-01-20,145.09,Gadget
333,2024-01-23,274.34,Gadget
334,2024-01-18,291.5,Thingamajig
335,2024-01-23,254.75,Thingamajig
336,2024-01-22,279.53,Thingamajig
337,2024-01-18,185.61,Doohickey
338,2024-01-19,273.0,Widget
339,2024-01-21,288.51,Thingamajig
340,2024-01-20,286.52,Thingamajig
341,2024-01-24,115.49,Widget
342,2024-01-19,114.91,Widget
343,2024-01-25,107.28,Doohickey
344,2024-01-22,261.09,Doohickey
345,2024-01-20,225.47,Widget
346,2024-01-24,136.02,Doohickey
347,2024-01-25,202.31,Thingamajig
348,2024-01-18,228.73,Thingamajig
349,2024-01-19,169.77,Gadget
350,2024-01-23,186.15,Widget
351,2024-01-18,280.91,Doohickey
352,2024-01-20,185.05,Gadget
353,2024-01-24,102.58,Gadget
354,2024-01-18,244.95,Gadget
355,2024-01-18,269.95,Doohickey
356,2024-01-20,111.6,Widget
357,2024-01-16,177.94,Gadget
358,2024-01-20,250.27,Doohickey
359,2024-01-21,199.67,Widget
360,2024-01-17,157.38,Doohickey
361,2024-01-21,138.52,Thingamajig
362,2024-01-22,155.68,Doohickey
363,2024-01-20,215.3,Widget
364,2024-01-20,230.4,Widget
365,2024-01-21,284.56,Gadget
366,2024-01-23,153.83,Widget
367,2024-01-25,291.95,Gadget
368,2024-01-17,272.46,Widget
369,2024-01-20,100.63,Gadget
370,2024-01-24,141.71,Thingamajig
371,2024-01-24,226.66,Thingamajig
372,2024-01-25,132.54,Gadget
373,2024-01-23,163.83,Thingamajig
374,2024-01-23,127.45,Thingamajig
375,2024-01-23,283.64,Doohickey
376,2024-01-17,206.84,Doohickey
377,2024-01-23,191.0,Thingamajig
378,2024-01-17,202.67,Doohickey
379,2024-01-25,248.13,Gadget
380,2024-01-23,190.38,Doohickey
381,2024-01-25,184.61,Gadget
382,2024-01-25,277.8,Widget
383,2024-01-19,105.51,Gadget
